strain	submitting_lab	originating_lab	virus	segment
B/Volgograd/CRIE/60/2019	central_research_institute_of_epidemiology	center_of_hygiene_and_epidemiology_in_volgograd_oblast	vic	ha
B/California/78/2019	centers_for_disease_control_and_prevention	california_department_of_health_services	vic	ha
B/Brisbane/5/2020	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	vic	ha
B/Singapore/KK0417/2020	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Osaka/22/2019	national_institute_of_infectious_diseases_(niid)	osaka_prefectural_institute_of_public_health	vic	ha
B/BritishColumbia/18/2020	b.c._centre_for_disease_control	b.c._centre_for_disease_control	vic	ha
B/SriLanka/28/2020	who_collaborating_centre_for_reference_and_research_on_influenza	medical_research_institute	vic	ha
B/SriLanka/32/2020	who_collaborating_centre_for_reference_and_research_on_influenza	medical_research_institute	vic	ha
B/SriLanka/17/2020	who_collaborating_centre_for_reference_and_research_on_influenza	medical_research_institute	vic	ha
B/Sydney/53/2019	who_collaborating_centre_for_reference_and_research_on_influenza	clinical_virology_unit,_cdim	vic	ha
B/Wellington/106/2019	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_environmental_science_and_research	vic	ha
B/Tunisia/1311/2020	crick_worldwide_influenza_centre	national_influenza_centre_tunis,_unit_virology,_microbiology_laboratory,_charles_nicolle's_hospital	vic	ha
B/Brisbane/29/2019	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	vic	ha
B/HongKong/991/2019	crick_worldwide_influenza_centre	government_virus_unit	vic	ha
B/NewYork/11785/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/WallisAndFutuna/7/2019	who_collaborating_centre_for_reference_and_research_on_influenza	institut_pasteur_new_caledonia	vic	ha
B/Brisbane/21/2019-egg	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	vic	ha
B/Brisbane/21/2019	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	vic	ha
B/Texas/10691/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/Michigan/62/2019	centers_for_disease_control_and_prevention	michigan_department_of_community_health	vic	ha
B/Washington/S28544/2020		the_brotman_baty_institute_for_precision_medicine	vic	ha
B/Washington/129/2020	centers_for_disease_control_and_prevention	marshfield_clinic_research_foundation	vic	ha
B/Guatemala/904/2020	centers_for_disease_control_and_prevention	laboratorio_nacional_de_salud_guatemala	vic	ha
B/NewCaledonia/1/2020	who_collaborating_centre_for_reference_and_research_on_influenza	institut_pasteur_new_caledonia	vic	ha
B/Washington/S28412/2020		the_brotman_baty_institute_for_precision_medicine	vic	ha
B/Nevada/10079/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/Washington/S28264/2020		the_brotman_baty_institute_for_precision_medicine	vic	ha
B/Chanthaburi/26/2020	who_collaborating_centre_for_reference_and_research_on_influenza	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	vic	ha
B/Singapore/KK1126/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Christchurch/502/2020	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services	vic	ha
B/Japan/11750/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/Singapore/TT0921/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Osaka-C/5/2020	national_institute_of_infectious_diseases_(niid)	osaka_city_institute_of_public_health_and_environmental_sciences	vic	ha
B/Kyoto/19FS281/2020	niigata_university	niigata_university	vic	ha
B/Miyazaki/1/2020	national_institute_of_infectious_diseases_(niid)	miyazaki_prefectural_institute_for_public_health_and_environment	vic	ha
B/Sichuan-Yanjiang/1914/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Sichuan-Yanjiang/1914/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shandong-Decheng/151/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Sapporo/12/2020	national_institute_of_infectious_diseases_(niid)	sapporo_city_institute_of_public_health	vic	ha
B/NorthDakota/11950/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/Sohar/7135/2019	crick_worldwide_influenza_centre	central_public_health_laboratory,_ministry_of_health	vic	ha
B/Singapore/TT0487/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Singapore/TT0458/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Lao/3347/2019	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	ha
B/Sichuan-Jiangyang/11603/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Washington/S28441/2020		the_brotman_baty_institute_for_precision_medicine	vic	ha
B/SouthKorea/11423/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/SouthKorea/11419/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/Washington/2/2019-egg	erasmus_medical_center	washington_state_public_health_laboratory	vic	ha
B/Newcastle/52/2019	who_collaborating_centre_for_reference_and_research_on_influenza	john_hunter_hospital	vic	ha
B/Lisbon/niEVA115_19-20/2020	instituto_nacional_de_saude__(insa)	instituto_nacional_de_saude_(insa)	vic	ha
B/Hunan-Suxian/11134/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Niigata-C/21/2020	national_institute_of_infectious_diseases_(niid)	niigata_city_institute_of_public_health_and_environment	vic	ha
B/Tokyo/19FS243/2020	niigata_university	niigata_university	vic	ha
B/Fukuoka/19342/2020	national_institute_of_infectious_diseases_(niid)	fukuoka_institute_of_public_health_and_environmental_sciences	vic	ha
B/Zambia/82/2021	centers_for_disease_control_and_prevention	university_teaching_hospital,_moh_zambia	vic	ha
B/Zambia/157/2021	centers_for_disease_control_and_prevention	university_teaching_hospital,_moh_zambia	vic	ha
B/Kenya/129/2021	centers_for_disease_control_and_prevention	cdc_kenya	vic	ha
B/Kenya/120/2020	centers_for_disease_control_and_prevention	cdc_kenya	vic	ha
B/Kenya/118/2020	centers_for_disease_control_and_prevention	cdc_kenya	vic	ha
B/Aichi/8/2019	national_institute_of_infectious_diseases_(niid)	aichi_prefectural_institute_of_public_health	vic	ha
B/Kanagawa/AC1867/2019-egg	centers_for_disease_control_and_prevention	national_institute_of_infectious_diseases_(niid)	vic	ha
B/Kanagawa/AC1867/2019	who_chinese_national_influenza_center	national_institute_of_infectious_diseases_(niid)	vic	ha
B/Shanghai-Changning/11065/2018-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shanghai-Changning/11065/2018	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Christchurch/505/2019	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services	vic	ha
B/Wellington/19/2019	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_environmental_science_and_research	vic	ha
B/Christchurch/505/2019-egg	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services	vic	ha
B/Christchurch/504/2019	who_collaborating_centre_for_reference_and_research_on_influenza	canterbury_health_services	vic	ha
B/Wellington/108/2019	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_environmental_science_and_research	vic	ha
B/Argentina/43/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	ha
B/AbuDhabi/42/2019	centers_for_disease_control_and_prevention	shaikh_khalifa_medical_city	vic	ha
B/Brisbane/16/2019	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	vic	ha
B/Oregon/1/2020	centers_for_disease_control_and_prevention	oregon_public_health_laboratory	vic	ha
B/Fes/122/2019	crick_worldwide_influenza_centre	institut_national_d'hygi&egrave;ne	vic	ha
B/NewYork/23/2020	centers_for_disease_control_and_prevention	vanderbilt_university_medical_center	vic	ha
B/Saitama-C/6/2020	national_institute_of_infectious_diseases_(niid)	saitama_city_institute_of_health__science_and_research	vic	ha
B/Fes/207/2019	crick_worldwide_influenza_centre	institut_national_d'hygi&egrave;ne	vic	ha
B/Meknes/123/2019	crick_worldwide_influenza_centre	institut_national_d'hygi&egrave;ne	vic	ha
B/Liaoning-Huanggu/1408/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Yokohama/6/2019	national_institute_of_infectious_diseases_(niid)	yokohama_city_institute_of_public_health.	vic	ha
B/Sendai-H/151/2019	national_institute_of_infectious_diseases_(niid)	virus_research_center,_sendai_medical_center	vic	ha
B/Taiwan/70443/2019	centers_for_disease_control_and_prevention	adimmune_corporation	vic	ha
B/Guangdong-Maonan/1658/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Darwin/87/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/HongKong/455/2019	hong_kong_department_of_health	hong_kong_department_of_health	vic	ha
B/Bahia/1004/2019	centers_for_disease_control_and_prevention	instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)	vic	ha
B/Virginia/10278/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/Argentina/70/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	ha
B/Muscat/7319/2019	crick_worldwide_influenza_centre	central_public_health_laboratory,_ministry_of_health	vic	ha
B/Peru/4619/2019	centers_for_disease_control_and_prevention	laboratorio_de_referencia_nacional_virus_respiratorios,_instituto_nacional_de_salud	vic	ha
B/Homosapiens/Thailand/TM-2580_62/2019	import_from_public_domain		vic	ha
B/Beijing-Haidian/1223/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Yokohama/8/2019	national_institute_of_infectious_diseases_(niid)	yokohama_city_institute_of_public_health.	vic	ha
B/Lisbon/niRL072_19-20/2019	instituto_nacional_de_saude__(insa)	instituto_nacional_de_saude_(insa)	vic	ha
B/Lisbon/niRL003_19-20/2019	instituto_nacional_de_saude__(insa)	instituto_nacional_de_saude_(insa)	vic	ha
B/Aichi/30/2019	national_institute_of_infectious_diseases_(niid)	aichi_prefectural_institute_of_public_health	vic	ha
B/Argentina/82/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	ha
B/Argentina/83/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	ha
B/SriLanka/29/2019	who_collaborating_centre_for_reference_and_research_on_influenza	medical_research_institute	vic	ha
B/SriLanka/23/2020	who_collaborating_centre_for_reference_and_research_on_influenza	medical_research_institute	vic	ha
B/Bahrain/784/2019	centers_for_disease_control_and_prevention	ministry_of_health_bahrain	vic	ha
B/Antofagasta/92359/2019	instituto_de_salud_publica_de_chile	instituto_de_salud_publica_de_chile	vic	ha
B/Victoria/2073/2019	who_collaborating_centre_for_reference_and_research_on_influenza	alfred_hospital	vic	ha
B/Argentina/2801/2019	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	ha
B/Argentina/50/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	ha
B/Canberra/1/2020	who_collaborating_centre_for_reference_and_research_on_influenza	canberra_hospital	vic	ha
B/Argentina/48/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	ha
B/Virginia/11068/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/Saitama/36/2020	national_institute_of_infectious_diseases_(niid)	saitama_institute_of_public_health	vic	ha
B/Stockholm/6/2019	public_health_agency_of_sweden	klinisk_mikrobiologi,_karolinska_universitetslaboratoriet,_karolinska_universitetssjukhuset_solna	vic	ha
B/Bangladesh/8001/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/Bangladesh/1521/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/Denmark/17/2019	crick_worldwide_influenza_centre	statens_serum_institute	vic	ha
B/Ehime/6/2019	national_institute_of_infectious_diseases_(niid)	ehime_prefecture_institute_of_public_health_and_environmental_science	vic	ha
B/Bangladesh/1512/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/Bangladesh/367/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/SriLanka/31/2020	who_collaborating_centre_for_reference_and_research_on_influenza	medical_research_institute	vic	ha
B/Guangdong/523/2020		sun_yat_sen_university_of_medical_sciences	vic	ha
B/Uganda/CST60372/2019		import_from_public_domain	vic	ha
B/Bangladesh/1565/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/Bangladesh/1639/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/Bangladesh/3008/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/Kenya/KCH156309/2019		import_from_public_domain	vic	ha
B/Pennsylvania/40/2019	centers_for_disease_control_and_prevention	children's_hospital_of_pittsburgh_upmc	vic	ha
B/Pennsylvania/104/2019	centers_for_disease_control_and_prevention	children's_hospital_of_pittsburgh_upmc	vic	ha
B/Nepal/19FL0873/2019	national_institute_of_infectious_diseases_(niid)	national_public_health_laboratory	vic	ha
B/Bangladesh/1190614010/2019	centers_for_disease_control_and_prevention	icddr,b_international_centre_for_diarrhoeal_disease_research,_bangladesh	vic	ha
B/Bhutan/229/2019	centers_for_disease_control_and_prevention	royal_centre_for_disease_control	vic	ha
B/Mauritius/I-1953/2019	crick_worldwide_influenza_centre	central_health_laboratory	vic	ha
B/California/89/2019	centers_for_disease_control_and_prevention	california_department_of_health_services	vic	ha
B/Congo/292/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	ha
B/Congo/262/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	ha
B/Congo/271/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	ha
B/Congo/219/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	ha
B/Congo/330/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	ha
B/Congo/342/2019	centers_for_disease_control_and_prevention	inrb_service_de_virologie	vic	ha
B/Bangladesh/900/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/Bangladesh/6/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/Bangladesh/1011/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
